ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),Tank Volume ,BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,"Status flag (subcooled=1, superheated=0)",Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Liquid Type,Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Duplicate Flag,missing values,Target Pressure (bar)
11263,28.04,0.3,1,8.99,1.01,9.0799,0.58,0.81,330.84,408.71,5,4,8,2.38,27,0,37.9,-1,152,1,5,1,7.95,2.6,3,0,0,0.23394281
11274,28.04,0.3,0.99,9.01,0.99,8.830701,0.59,0.82,331.91,408.86,5,4,8,2.39,27,0,37.9,-1,152,1,16,2,5.45,4.4,-0.8,0,0,2.321326
11281,28.04,0.3,1.02,8.99,1.02,9.353196,0.59,0.78,331.09,409.47,5,4,8,2.41,27,0,37.9,-1,152,1,23,4,6.7,2.6,7.1,0,0,0.23618725
6390,28.03,0.26,2.39,2.38,1.42,8.077244,1.98,1.01,499.8,328.67,11,3,5,1.19,21,1,37.9,-1,152,1,19,3,12.8,2.65,-2.3,0,0,0.39404276
11261,28.03,0.3,1.02,8.99,1.02,9.353196,0.62,0.79,330.49,409.39,5,4,8,2.42,27,0,37.9,-1,152,1,3,1,7.95,0.8,6.8,0,0,0.23996969
6374,28.02,0.26,2.39,2.39,1.39,7.939819,1.98,1.01,500.01,329.17,11,3,5,1.19,21,1,37.9,-1,152,1,3,1,13.45,2.9,2.3,0,0,0.10700541
6385,28.02,0.26,2.4,2.4,1.4,8.064,2.01,1.01,500.45,328.91,11,3,5,1.2,21,1,37.9,-1,152,1,14,2,12.15,4.2,0,0,0,0.63481069
10842,28.02,0.62,1.79,1.59,1.22,3.472242,0.6,0.58,435.8,352.65,6,9,10,1.19,21,0,42.5,-42,96.7,0,16,2,6.85,6.7,-0.7,0,0,0.68870854
11283,28.02,0.3,1,9.02,1,9.02,0.6,0.8,330.97,409.9,5,4,8,2.39,27,0,37.9,-1,152,1,25,5,6.7,4.65,-0.8,0,0,0.49319294
10832,28.01,0.62,1.8,1.59,1.21,3.46302,0.6,0.62,435.94,353.22,6,9,10,1.2,21,0,42.5,-42,96.7,0,6,1,8.15,2.4,8.9,0,0,0.079380482
10841,28.01,0.62,1.8,1.62,1.22,3.55752,0.61,0.59,436.1,353.51,6,9,10,1.19,21,0,42.5,-42,96.7,0,15,2,6.85,2.4,8.9,0,0,0.3925173
10843,28,0.63,1.79,1.58,1.21,3.422122,0.6,0.62,434.61,353.01,6,9,10,1.21,21,0,42.5,-42,96.7,0,17,2,6.85,6.7,4.1,0,0,0.63993466
11268,28,0.3,1,9.01,1.01,9.1001,0.59,0.81,330.49,409.16,5,4,8,2.42,27,0,37.9,-1,152,1,10,2,5.45,0.8,-0.8,0,0,3.9670868
10831,27.99,0.62,1.82,1.59,1.19,3.443622,0.6,0.59,435.23,353.25,6,9,10,1.18,21,0,42.5,-42,96.7,0,5,1,8.15,2.4,4.1,0,0,0.080848455
10849,27.99,0.62,1.82,1.61,1.22,3.574844,0.61,0.61,434.07,353.01,6,9,10,1.22,21,0,42.5,-42,96.7,0,23,4,7.5,2.4,9.2,0,0,0.1135046
8520,27.98,0.46,1.81,9.2,3.01,50.12252,0.38,1.59,378.33,286.84,9,5,11,2.42,17,1,42.5,-42,96.7,0,16,2,9.85,5.1,-1,0,0,2.2515121
10853,27.98,0.62,1.81,1.62,1.2,3.51864,0.58,0.59,437.11,352.42,6,9,10,1.2,21,0,42.5,-42,96.7,0,27,5,7.5,6.95,8.9,0,0,0.12028345
10847,27.97,0.63,1.81,1.58,1.19,3.403162,0.6,0.62,436.23,353.31,6,9,10,1.18,21,0,42.5,-42,96.7,0,21,3,7.5,-2.15,8.9,0,0,0.27498087
6384,27.96,0.27,2.4,2.38,1.39,7.93968,2.02,1,499.55,329.5,11,3,5,1.19,21,1,37.9,-1,152,1,13,2,12.15,4.2,-2.3,0,0,0.70689952
10835,27.96,0.62,1.81,1.58,1.21,3.460358,0.58,0.62,436.09,352.75,6,9,10,1.21,21,0,42.5,-42,96.7,0,9,1,8.15,6.7,8.9,0,0,0.078489564
10848,27.95,0.62,1.79,1.6,1.22,3.49408,0.62,0.59,437.03,353.5,6,9,10,1.2,21,0,42.5,-42,96.7,0,22,4,7.5,-1.9,9.2,0,0,0.15863079
6376,27.94,0.26,2.4,2.4,1.42,8.1792,1.99,0.99,499.92,329.05,11,3,5,1.19,21,1,37.9,-1,152,1,5,1,13.45,4.2,0,0,0,0.10640171
6386,27.94,0.27,2.4,2.39,1.39,7.97304,2.01,1,500.66,328.75,11,3,5,1.21,21,1,37.9,-1,152,1,15,2,12.15,4.2,2.3,0,0,0.32911536
10833,27.94,0.62,1.78,1.6,1.22,3.47456,0.6,0.58,435.4,353.58,6,9,10,1.2,21,0,42.5,-42,96.7,0,7,1,8.15,6.7,-0.7,0,0,0.076958396
6377,27.92,0.26,2.42,2.41,1.41,8.223402,1.99,1,499.35,329.37,11,3,5,1.19,21,1,37.9,-1,152,1,6,1,13.45,4.2,2.3,0,0,0.099795625
6379,27.92,0.27,2.39,2.39,1.39,7.939819,2.02,1,499.77,328.7,11,3,5,1.22,21,1,37.9,-1,152,1,8,1,13.45,5.5,0,0,0,0.10337392
6380,27.92,0.27,2.41,2.38,1.41,8.087478,1.99,1.01,499.77,329.53,11,3,5,1.22,21,1,37.9,-1,152,1,9,1,13.45,5.5,2.3,0,0,0.10890052
6388,27.92,0.27,2.4,2.4,1.4,8.064,2,1.01,500,329.56,11,3,5,1.19,21,1,37.9,-1,152,1,17,2,12.15,5.5,0,0,0,0.61780161
10851,27.91,0.62,1.78,1.59,1.21,3.424542,0.59,0.6,434.69,352.47,6,9,10,1.2,21,0,42.5,-42,96.7,0,25,5,7.5,6.95,-0.7,0,0,0.18676209
10852,27.91,0.62,1.79,1.59,1.21,3.443781,0.59,0.58,436.13,353.24,6,9,10,1.19,21,0,42.5,-42,96.7,0,26,5,7.5,6.95,4.1,0,0,0.1836319
11280,27.91,0.3,0.99,9,0.98,8.7318,0.59,0.79,331.29,409.44,5,4,8,2.39,27,0,37.9,-1,152,1,22,4,6.7,0.8,7.1,0,0,0.30672613
6389,27.9,0.26,2.39,2.4,1.4,8.0304,2.02,0.99,500.34,329.66,11,3,5,1.21,21,1,37.9,-1,152,1,18,2,12.15,5.5,2.3,0,0,0.31442952
6391,27.9,0.26,2.39,2.42,1.41,8.155158,2,1.02,499.85,328.94,11,3,5,1.19,21,1,37.9,-1,152,1,20,3,12.8,2.65,0,0,0,0.34930855
10836,27.9,0.63,1.79,1.59,1.21,3.443781,0.62,0.59,435.26,353.28,6,9,10,1.21,21,0,42.5,-42,96.7,0,10,2,6.85,-1.9,-0.7,0,0,0.82272929
11272,27.9,0.3,1.01,8.99,0.99,8.989101,0.59,0.8,331.01,409.07,5,4,8,2.41,27,0,37.9,-1,152,1,14,2,5.45,2.6,3,0,0,1.7914587
6373,27.89,0.27,2.39,2.38,1.39,7.906598,1.99,0.99,499.47,329.18,11,3,5,1.19,21,1,37.9,-1,152,1,2,1,13.45,2.9,0,0,0,0.11863341
6393,27.88,0.27,2.4,2.4,1.4,8.064,1.99,1.01,500.02,328.84,11,3,5,1.2,21,1,37.9,-1,152,1,22,4,12.8,2.9,2.6,0,0,0.16485897
10827,27.88,0.62,1.82,1.6,1.18,3.43616,0.59,0.59,434.61,352.8,6,9,10,1.18,21,0,42.5,-42,96.7,0,1,1,8.15,-1.9,-0.7,0,0,0.15140289
10840,27.88,0.62,1.78,1.59,1.21,3.424542,0.59,0.59,436.74,352.49,6,9,10,1.21,21,0,42.5,-42,96.7,0,14,2,6.85,2.4,4.1,0,0,0.53546381
6068,27.87,0.13,0.4,8.38,1.78,5.96656,1.2,1.59,429.55,366.11,6,8,3,2.4,11,0,42.5,-42,96.7,0,21,3,7.4,-2.85,0.8,0,0,0.72457498
6074,27.87,0.13,0.39,8.38,1.82,5.948124,1.2,1.59,428.42,364.53,6,8,3,2.41,11,0,42.5,-42,96.7,0,27,5,7.4,5.25,0.8,0,0,0.30378538
10191,27.86,0.37,3.01,5.8,0.61,10.64938,1.59,0.41,390.05,372.02,19,9,3,1.18,20,1,37.9,-1,152,1,13,2,20.45,7,-1.6,0,0,0.31447613
10196,27.86,0.37,2.98,5.79,0.61,10.525062,1.6,0.41,390.23,370.82,19,9,3,1.18,20,1,37.9,-1,152,1,18,2,20.45,11.3,1,0,0,0.22745201
10828,27.86,0.62,1.79,1.6,1.18,3.37952,0.59,0.62,435.5,353.35,6,9,10,1.2,21,0,42.5,-42,96.7,0,2,1,8.15,-1.9,4.1,0,0,0.16555442
10845,27.86,0.62,1.79,1.61,1.21,3.487099,0.6,0.58,435.67,353.01,6,9,10,1.18,21,0,42.5,-42,96.7,0,19,3,7.5,-2.15,-0.7,0,0,0.51969939
6396,27.85,0.26,2.42,2.42,1.4,8.19896,1.98,0.99,499.7,328.92,11,3,5,1.21,21,1,37.9,-1,152,1,25,5,12.8,5.75,-2.3,0,0,0.23795559
10838,27.85,0.63,1.79,1.62,1.2,3.47976,0.59,0.61,436.47,352.79,6,9,10,1.22,21,0,42.5,-42,96.7,0,12,2,6.85,-1.9,8.9,0,0,0.35472864
10182,27.8,0.36,2.98,5.79,0.61,10.525062,1.6,0.41,387.49,371.73,19,9,3,1.19,20,1,37.9,-1,152,1,4,1,21.75,7,-1.6,0,0,0.081594124
10183,27.8,0.36,3.01,5.82,0.62,10.861284,1.58,0.42,389.85,372,19,9,3,1.2,20,1,37.9,-1,152,1,5,1,21.75,7,-0.3,0,0,0.063987985
10192,27.8,0.36,3.01,5.8,0.6,10.4748,1.59,0.38,388.8,371.75,19,9,3,1.19,20,1,37.9,-1,152,1,14,2,20.45,7,-0.3,0,0,0.31520879
10850,27.8,0.62,1.79,1.6,1.19,3.40816,0.58,0.59,436.29,352.3,6,9,10,1.18,21,0,42.5,-42,96.7,0,24,4,7.5,6.7,9.2,0,0,0.11778858
6055,27.77,0.13,0.41,8.4,1.78,6.13032,1.19,1.62,428.65,365.43,6,8,3,2.41,11,0,42.5,-42,96.7,0,8,1,8.65,5,-0.5,0,0,0.10896275
6057,27.76,0.13,0.4,8.39,1.81,6.07436,1.18,1.59,428.92,365.33,6,8,3,2.41,11,0,42.5,-42,96.7,0,10,2,6.15,-2.6,-1.8,0,0,4.1133819
6062,27.76,0.13,0.42,8.39,1.8,6.34284,1.18,1.61,429.13,365.32,6,8,3,2.41,11,0,42.5,-42,96.7,0,15,2,6.15,1.2,0.8,0,0,1.9936519
6052,27.75,0.13,0.4,8.4,1.81,6.0816,1.18,1.58,427.62,365.12,6,8,3,2.4,11,0,42.5,-42,96.7,0,5,1,8.65,1.2,-0.5,0,0,0.19406104
6072,27.75,0.13,0.41,8.4,1.8,6.1992,1.19,1.58,428.56,364.72,6,8,3,2.39,11,0,42.5,-42,96.7,0,25,5,7.4,5.25,-1.8,0,0,0.42926398
10187,27.73,0.36,3.01,5.79,0.58,10.108182,1.59,0.39,389.46,371.2,19,9,3,1.2,20,1,37.9,-1,152,1,9,1,21.75,11.3,1,0,0,0.074988678
10205,27.73,0.36,2.99,5.79,0.6,10.38726,1.59,0.39,387.21,371.62,19,9,3,1.18,20,1,37.9,-1,152,1,27,5,21.1,11.55,1,0,0,0.11502799
6071,27.72,0.13,0.38,8.42,1.81,5.791276,1.19,1.6,429.5,365.28,6,8,3,2.38,11,0,42.5,-42,96.7,0,24,4,7.4,5,1.1,0,0,0.35444918
6398,27.72,0.26,2.4,2.42,1.41,8.18928,2,1.01,500.18,329.58,11,3,5,1.22,21,1,37.9,-1,152,1,27,5,12.8,5.75,2.3,0,0,0.17545629
10188,27.72,0.36,2.99,5.79,0.62,10.733502,1.59,0.4,388.83,371.35,19,9,3,1.19,20,1,37.9,-1,152,1,10,2,20.45,2.7,-1.6,0,0,0.2943266
6060,27.71,0.13,0.42,8.39,1.81,6.378078,1.2,1.6,428.17,365.34,6,8,3,2.4,11,0,42.5,-42,96.7,0,13,2,6.15,1.2,-1.8,0,0,4.3443093
6061,27.71,0.13,0.4,8.41,1.78,5.98792,1.19,1.59,426.63,365.62,6,8,3,2.42,11,0,42.5,-42,96.7,0,14,2,6.15,1.2,-0.5,0,0,2.7304459
6073,27.71,0.13,0.39,8.41,1.8,5.90382,1.19,1.6,427.79,366.04,6,8,3,2.41,11,0,42.5,-42,96.7,0,26,5,7.4,5.25,-0.5,0,0,0.38549557
10186,27.71,0.36,3,5.78,0.62,10.7508,1.61,0.4,389.11,371.65,19,9,3,1.18,20,1,37.9,-1,152,1,8,1,21.75,11.3,-0.3,0,0,0.060799323
10201,27.71,0.37,2.98,5.79,0.62,10.697604,1.61,0.39,389.18,371.73,19,9,3,1.2,20,1,37.9,-1,152,1,23,4,21.1,7,1.3,0,0,0.14783782
6051,27.7,0.13,0.41,8.38,1.82,6.253156,1.18,1.62,428.42,364.93,6,8,3,2.39,11,0,42.5,-42,96.7,0,4,1,8.65,1.2,-1.8,0,0,0.32393688
6054,27.7,0.13,0.41,8.42,1.78,6.144916,1.2,1.59,429.55,365.27,6,8,3,2.41,11,0,42.5,-42,96.7,0,7,1,8.65,5,-1.8,0,0,0.11152179
10185,27.7,0.36,2.98,5.81,0.6,10.38828,1.6,0.39,388.37,371.31,19,9,3,1.19,20,1,37.9,-1,152,1,7,1,21.75,11.3,-1.6,0,0,0.071534701
10193,27.7,0.37,3.01,5.79,0.58,10.108182,1.61,0.39,389.92,371.61,19,9,3,1.19,20,1,37.9,-1,152,1,15,2,20.45,7,1,0,0,0.28253275
10194,27.7,0.37,3.01,5.79,0.6,10.45674,1.61,0.4,388.32,371.45,19,9,3,1.21,20,1,37.9,-1,152,1,16,2,20.45,11.3,-1.6,0,0,0.25059175
10023,27.69,0.1,0.6,1.21,1.42,1.03092,0.19,1.2,327.55,323.13,8,9,15,2.61,16,1,42.5,-42,96.7,0,7,1,10.95,6.5,-0.6,0,0,0.042261954
6058,27.68,0.12,0.38,8.39,1.82,5.802524,1.21,1.62,428.13,365.32,6,8,3,2.39,11,0,42.5,-42,96.7,0,11,2,6.15,-2.6,-0.5,0,0,2.4372168
6063,27.68,0.13,0.39,8.41,1.81,5.936619,1.18,1.61,428.12,365.64,6,8,3,2.4,11,0,42.5,-42,96.7,0,16,2,6.15,5,-1.8,0,0,2.135911
10180,27.68,0.37,2.99,5.8,0.6,10.4052,1.59,0.41,388.09,371.83,19,9,3,1.2,20,1,37.9,-1,152,1,2,1,21.75,2.7,-0.3,0,0,0.071726538
10179,27.67,0.37,2.98,5.79,0.59,10.179978,1.59,0.4,389.06,370.9,19,9,3,1.22,20,1,37.9,-1,152,1,1,1,21.75,2.7,-1.6,0,0,0.071644522
10199,27.67,0.36,3,5.82,0.6,10.476,1.62,0.38,388.92,371.52,19,9,3,1.2,20,1,37.9,-1,152,1,21,3,21.1,2.45,1,0,0,0.17718796
6069,27.66,0.13,0.4,8.4,1.79,6.0144,1.19,1.59,427.7,365.27,6,8,3,2.41,11,0,42.5,-42,96.7,0,22,4,7.4,-2.6,1.1,0,0,0.6784969
10190,27.66,0.37,3.02,5.82,0.59,10.370076,1.59,0.41,387.88,371.27,19,9,3,1.2,20,1,37.9,-1,152,1,12,2,20.45,2.7,1,0,0,0.27369273
6053,27.65,0.13,0.4,8.41,1.81,6.08884,1.19,1.62,429.41,365.57,6,8,3,2.39,11,0,42.5,-42,96.7,0,6,1,8.65,1.2,0.8,0,0,0.14492713
10025,27.65,0.11,0.6,1.2,1.39,1.0008,0.22,1.18,330.8,322.9,8,9,15,2.59,16,1,42.5,-42,96.7,0,9,1,10.95,6.5,14,0,0,0.034634966
10042,27.65,0.1,0.61,1.19,1.41,1.023519,0.19,1.18,330.67,323.12,8,9,15,2.61,16,1,42.5,-42,96.7,0,26,5,9.6,6.75,6.7,0,0,0.080652528
10197,27.65,0.37,2.99,5.79,0.62,10.733502,1.62,0.41,388.51,372.01,19,9,3,1.19,20,1,37.9,-1,152,1,19,3,21.1,2.45,-1.6,0,0,0.18936892
10198,27.65,0.36,2.99,5.81,0.62,10.770578,1.62,0.38,388.27,371.45,19,9,3,1.2,20,1,37.9,-1,152,1,20,3,21.1,2.45,-0.3,0,0,0.18956035
6050,27.64,0.13,0.4,8.4,1.8,6.048,1.19,1.59,428.59,364.68,6,8,3,2.42,11,0,42.5,-42,96.7,0,3,1,8.65,-2.6,0.8,0,0,0.35082552
10184,27.64,0.36,3.01,5.81,0.59,10.317979,1.58,0.4,388.61,372.02,19,9,3,1.19,20,1,37.9,-1,152,1,6,1,21.75,7,1,0,0,0.059500001
10189,27.64,0.36,2.99,5.81,0.59,10.249421,1.6,0.4,388.64,371.67,19,9,3,1.21,20,1,37.9,-1,152,1,11,2,20.45,2.7,-0.3,0,0,0.29464635
10200,27.64,0.37,3.02,5.79,0.59,10.316622,1.58,0.41,389.06,371.62,19,9,3,1.2,20,1,37.9,-1,152,1,22,4,21.1,2.7,1.3,0,0,0.16050638
6066,27.63,0.13,0.42,8.42,1.79,6.330156,1.19,1.61,428.86,365.22,6,8,3,2.39,11,0,42.5,-42,96.7,0,19,3,7.4,-2.85,-1.8,0,0,1.3382803
6070,27.63,0.13,0.42,8.42,1.8,6.36552,1.18,1.58,429.61,365.17,6,8,3,2.4,11,0,42.5,-42,96.7,0,23,4,7.4,1.2,1.1,0,0,0.59016228
6059,27.62,0.13,0.41,8.4,1.79,6.16476,1.18,1.61,427.69,365.81,6,8,3,2.39,11,0,42.5,-42,96.7,0,12,2,6.15,-2.6,0.8,0,0,1.9004856
10040,27.6,0.1,0.61,1.22,1.41,1.049322,0.18,1.18,330.23,322.81,8,9,15,2.61,16,1,42.5,-42,96.7,0,24,4,9.6,6.5,14.3,0,0,0.04331119
6049,27.59,0.13,0.41,8.39,1.79,6.157421,1.19,1.58,427.44,365.62,6,8,3,2.41,11,0,42.5,-42,96.7,0,2,1,8.65,-2.6,-0.5,0,0,0.24247694
6065,27.59,0.13,0.41,8.4,1.78,6.13032,1.2,1.59,428.9,364.91,6,8,3,2.4,11,0,42.5,-42,96.7,0,18,2,6.15,5,0.8,0,0,0.998429
10038,27.59,0.11,0.59,1.21,1.4,0.99946,0.2,1.21,330.38,322.67,8,9,15,2.61,16,1,42.5,-42,96.7,0,22,4,9.6,-2.1,14.3,0,0,0.067355014
10195,27.59,0.36,3.01,5.81,0.61,10.667741,1.59,0.41,388.86,370.83,19,9,3,1.18,20,1,37.9,-1,152,1,17,2,20.45,11.3,-0.3,0,0,0.25142393
6048,27.58,0.13,0.42,8.42,1.81,6.400884,1.2,1.59,427.95,365.58,6,8,3,2.41,11,0,42.5,-42,96.7,0,1,1,8.65,-2.6,-1.8,0,0,0.24052106
6064,27.57,0.13,0.41,8.39,1.79,6.157421,1.2,1.59,428.86,365.17,6,8,3,2.41,11,0,42.5,-42,96.7,0,17,2,6.15,5,-0.5,0,0,1.2678723
10204,27.57,0.37,3.01,5.81,0.58,10.143098,1.61,0.4,389.18,370.95,19,9,3,1.21,20,1,37.9,-1,152,1,26,5,21.1,11.55,-0.3,0,0,0.10465091
13117,27.57,0.86,3,8,1.01,24.24,1.21,0.19,469.3,325.14,16,3,15,1.21,30,1,37.9,-1,152,1,23,4,18.1,9.2,13.8,0,0,0.060157627
8732,27.56,0.43,3.01,8,1.99,47.9192,1.78,1.2,301.08,308.61,9,9,4,2.78,14,1,42.5,-42,96.7,0,12,2,10.45,-2.1,1.4,0,0,2.2671947
10203,27.56,0.37,3,5.81,0.61,10.6323,1.6,0.4,389.57,371.4,19,9,3,1.18,20,1,37.9,-1,152,1,25,5,21.1,11.55,-1.6,0,0,0.10440513
13097,27.56,0.87,3.01,8,1.01,24.3208,1.19,0.21,469.67,324.23,16,3,15,1.18,30,1,37.9,-1,152,1,3,1,18.75,7.9,13.5,0,0,0.059432294
10028,27.55,0.1,0.61,1.19,1.39,1.009001,0.21,1.18,330.13,322.67,8,9,15,2.6,16,1,42.5,-42,96.7,0,12,2,8.25,-2.1,14,0,0,0.10798739
10022,27.54,0.1,0.61,1.19,1.41,1.023519,0.18,1.22,329.24,322.51,8,9,15,2.59,16,1,42.5,-42,96.7,0,6,1,10.95,2.2,14,0,0,0.036738619
10033,27.53,0.1,0.58,1.2,1.38,0.96048,0.21,1.19,329.61,323.11,8,9,15,2.59,16,1,42.5,-42,96.7,0,17,2,8.25,6.5,6.7,0,0,0.25896621
10181,27.53,0.37,3.01,5.8,0.6,10.4748,1.6,0.4,388.85,371.29,19,9,3,1.2,20,1,37.9,-1,152,1,3,1,21.75,2.7,1,0,0,0.10270423
10202,27.53,0.36,3.01,5.79,0.6,10.45674,1.6,0.41,389.07,371.54,19,9,3,1.2,20,1,37.9,-1,152,1,24,4,21.1,11.3,1.3,0,0,0.12646344
13099,27.53,0.87,3.01,7.99,0.98,23.568902,1.19,0.19,470.19,324.64,16,3,15,1.19,30,1,37.9,-1,152,1,5,1,18.75,9.2,6.2,0,0,0.046999093
6067,27.52,0.13,0.39,8.38,1.8,5.88276,1.18,1.62,428.24,365.32,6,8,3,2.4,11,0,42.5,-42,96.7,0,20,3,7.4,-2.85,-0.5,0,0,1.2431356
6056,27.51,0.13,0.4,8.4,1.8,6.048,1.22,1.59,428.98,365.33,6,8,3,2.41,11,0,42.5,-42,96.7,0,9,1,8.65,5,0.8,0,0,0.16141859
10026,27.51,0.1,0.62,1.21,1.42,1.065284,0.22,1.19,329.57,322.94,8,9,15,2.61,16,1,42.5,-42,96.7,0,10,2,8.25,-2.1,-0.6,0,0,0.49081355
10030,27.51,0.1,0.6,1.21,1.41,1.02366,0.19,1.2,330.39,322.62,8,9,15,2.62,16,1,42.5,-42,96.7,0,14,2,8.25,2.2,6.7,0,0,0.27750629
10018,27.5,0.1,0.61,1.2,1.38,1.01016,0.18,1.22,329.11,323.29,8,9,15,2.59,16,1,42.5,-42,96.7,0,2,1,10.95,-2.1,6.7,0,0,0.092322841
10020,27.5,0.1,0.6,1.18,1.39,0.98412,0.2,1.19,329.87,323.25,8,9,15,2.6,16,1,42.5,-42,96.7,0,4,1,10.95,2.2,-0.6,0,0,0.042403735
10037,27.5,0.1,0.59,1.19,1.38,0.968898,0.18,1.18,329.24,322.78,8,9,15,2.61,16,1,42.5,-42,96.7,0,21,3,9.6,-2.35,14,0,0,0.10635988
8736,27.49,0.43,2.98,8.01,2,47.7396,1.8,1.18,300.9,308.71,9,9,4,2.8,14,1,42.5,-42,96.7,0,16,2,10.45,6.5,-2.2,0,0,1.5634427
10043,27.49,0.1,0.62,1.19,1.38,1.018164,0.22,1.21,329.65,322.83,8,9,15,2.59,16,1,42.5,-42,96.7,0,27,5,9.6,6.75,14,0,0,0.042209163
8730,27.48,0.43,3.02,7.99,2.01,48.500898,1.81,1.19,302.29,308.76,9,9,4,2.82,14,1,42.5,-42,96.7,0,10,2,10.45,-2.1,-2.2,0,0,3.6773572
10035,27.48,0.1,0.61,1.21,1.4,1.03334,0.19,1.2,327.79,322.23,8,9,15,2.59,16,1,42.5,-42,96.7,0,19,3,9.6,-2.35,-0.6,0,0,0.30808356
10041,27.48,0.1,0.61,1.21,1.39,1.025959,0.21,1.21,329.78,322.95,8,9,15,2.6,16,1,42.5,-42,96.7,0,25,5,9.6,6.75,-0.6,0,0,0.097732909
10017,27.47,0.1,0.58,1.21,1.4,0.98252,0.18,1.21,329.45,323.23,8,9,15,2.59,16,1,42.5,-42,96.7,0,1,1,10.95,-2.1,-0.6,0,0,0.098199159
8733,27.46,0.43,2.99,8,2.01,48.0792,1.82,1.19,302.27,308.81,9,9,4,2.78,14,1,42.5,-42,96.7,0,13,2,10.45,2.2,-2.2,0,0,2.8613772
10027,27.46,0.1,0.6,1.19,1.4,0.9996,0.2,1.19,330.53,322.9,8,9,15,2.58,16,1,42.5,-42,96.7,0,11,2,8.25,-2.1,6.7,0,0,0.25233907
10039,27.46,0.1,0.61,1.21,1.41,1.040721,0.2,1.2,329.89,322.92,8,9,15,2.58,16,1,42.5,-42,96.7,0,23,4,9.6,2.2,14.3,0,0,0.045799818
8742,27.45,0.43,3,7.98,2,47.88,1.78,1.21,300.43,308.79,9,9,4,2.82,14,1,42.5,-42,96.7,0,22,4,11.9,-2.1,1.7,0,0,0.87729841
10031,27.45,0.1,0.6,1.22,1.4,1.0248,0.22,1.18,329.91,322.25,8,9,15,2.58,16,1,42.5,-42,96.7,0,15,2,8.25,2.2,14,0,0,0.11660412
10036,27.45,0.1,0.58,1.2,1.39,0.96744,0.18,1.2,330.99,323.29,8,9,15,2.6,16,1,42.5,-42,96.7,0,20,3,9.6,-2.35,6.7,0,0,0.23745285
8740,27.44,0.43,3.02,7.99,1.98,47.777004,1.81,1.2,302.42,309.36,9,9,4,2.82,14,1,42.5,-42,96.7,0,20,3,11.9,-2.35,-0.4,0,0,1.3009726
8747,27.44,0.44,2.99,8.02,2.01,48.199398,1.82,1.21,301.97,309.57,9,9,4,2.82,14,1,42.5,-42,96.7,0,27,5,11.9,6.75,1.4,0,0,0.39322081
8728,27.43,0.43,3.02,8.01,2.01,48.622302,1.78,1.21,301.81,308.79,9,9,4,2.78,14,1,42.5,-42,96.7,0,8,1,13.35,6.5,-0.4,0,0,0.16483997
8729,27.43,0.44,2.98,8.02,1.99,47.560204,1.79,1.21,303.34,308.7,9,9,4,2.81,14,1,42.5,-42,96.7,0,9,1,13.35,6.5,1.4,0,0,0.22941525
13120,27.43,0.87,3,7.98,1,23.94,1.19,0.2,469.54,324.9,16,3,15,1.2,30,1,37.9,-1,152,1,26,5,18.1,10.75,6.2,0,0,0.076304168
10024,27.42,0.1,0.58,1.21,1.4,0.98252,0.19,1.2,330.37,322.87,8,9,15,2.62,16,1,42.5,-42,96.7,0,8,1,10.95,6.5,6.7,0,0,0.037867125
13115,27.42,0.87,2.98,8.01,1.02,24.347196,1.2,0.21,471.01,324.55,16,3,15,1.18,30,1,37.9,-1,152,1,21,3,18.1,7.65,13.5,0,0,0.10213751
10032,27.41,0.1,0.6,1.19,1.42,1.01388,0.18,1.2,329.99,323.36,8,9,15,2.62,16,1,42.5,-42,96.7,0,16,2,8.25,6.5,-0.6,0,0,0.40253824
8727,27.4,0.43,2.99,8.01,1.99,47.660301,1.79,1.19,302.67,308.43,9,9,4,2.79,14,1,42.5,-42,96.7,0,7,1,13.35,6.5,-2.2,0,0,0.21461131
8723,27.39,0.43,3.01,8.01,1.99,47.979099,1.8,1.21,302.55,308.64,9,9,4,2.81,14,1,42.5,-42,96.7,0,3,1,13.35,-2.1,1.4,0,0,0.35371274
10034,27.39,0.1,0.6,1.21,1.39,1.00914,0.22,1.2,329.8,323.5,8,9,15,2.61,16,1,42.5,-42,96.7,0,18,2,8.25,6.5,14,0,0,0.1016158
13118,27.38,0.87,3.02,8,1,24.16,1.21,0.19,470.39,325.23,16,3,15,1.2,30,1,37.9,-1,152,1,24,4,18.1,10.5,13.8,0,0,0.060723353
13104,27.34,0.86,2.99,8,1,23.92,1.21,0.19,469.44,324.73,16,3,15,1.22,30,1,37.9,-1,152,1,10,2,17.45,7.9,-1.1,0,0,0.17894962
13113,27.34,0.87,2.99,8,1,23.92,1.18,0.18,469.79,324.69,16,3,15,1.22,30,1,37.9,-1,152,1,19,3,18.1,7.65,-1.1,0,0,0.1465739
13101,27.33,0.86,2.99,8.02,1.01,24.219598,1.19,0.21,468.96,325.34,16,3,15,1.18,30,1,37.9,-1,152,1,7,1,18.75,10.5,-1.1,0,0,0.053870786
